participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.ingame,player.age,player.gender,player.contribution,player.MIq1,player.MIq2,player.MIq3,player.MIq4,player.MIq5,player.MIq6,player.MIq7,player.MIq8,player.MIq9,player.MIq10,player.Dq1,player.Dq2,player.Dq3,player.Dq4,player.Dq5,player.Dq6,player.payoff,group.id_in_subsession,group.group_id,group.actual_roll_p1,group.actual_roll_p2,group.reported_roll_p1,group.reported_roll_p2,group.checked,group.p1_cheat,group.p2_cheat,group.team_cheated,group.total_contribution,group.individual_share,group.max_amount,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
3,b07wh44o,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.757810+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,13,125o1zxh,,,,,,1
1,c72ltuek,,0,7,880,LCG,P1_Roll,127.0.0.1,2019-03-14 08:27:59.761976+00:00,1,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,14,125o1zxh,,,,,,1
2,395123hl,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.736312+00:00,1,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,14,125o1zxh,,,,,,1
3,b07wh44o,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.757810+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,14,125o1zxh,,,,,,1
1,c72ltuek,,0,7,880,LCG,P1_Roll,127.0.0.1,2019-03-14 08:27:59.761976+00:00,1,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,15,125o1zxh,,,,,,1
2,395123hl,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.736312+00:00,1,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,15,125o1zxh,,,,,,1
3,b07wh44o,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.757810+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,15,125o1zxh,,,,,,1
1,c72ltuek,,0,7,880,LCG,P1_Roll,127.0.0.1,2019-03-14 08:27:59.761976+00:00,1,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,16,125o1zxh,,,,,,1
2,395123hl,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.736312+00:00,1,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,16,125o1zxh,,,,,,1
3,b07wh44o,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.757810+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,16,125o1zxh,,,,,,1
1,c72ltuek,,0,7,880,LCG,P1_Roll,127.0.0.1,2019-03-14 08:27:59.761976+00:00,1,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,17,125o1zxh,,,,,,1
2,395123hl,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.736312+00:00,1,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,17,125o1zxh,,,,,,1
3,b07wh44o,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.757810+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,17,125o1zxh,,,,,,1
1,c72ltuek,,0,7,880,LCG,P1_Roll,127.0.0.1,2019-03-14 08:27:59.761976+00:00,1,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,18,125o1zxh,,,,,,1
2,395123hl,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.736312+00:00,1,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,18,125o1zxh,,,,,,1
3,b07wh44o,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.757810+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,18,125o1zxh,,,,,,1
1,c72ltuek,,0,7,880,LCG,P1_Roll,127.0.0.1,2019-03-14 08:27:59.761976+00:00,1,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,19,125o1zxh,,,,,,1
2,395123hl,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.736312+00:00,1,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,19,125o1zxh,,,,,,1
3,b07wh44o,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.757810+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,19,125o1zxh,,,,,,1
1,c72ltuek,,0,7,880,LCG,P1_Roll,127.0.0.1,2019-03-14 08:27:59.761976+00:00,1,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,20,125o1zxh,,,,,,1
2,395123hl,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.736312+00:00,1,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,20,125o1zxh,,,,,,1
3,b07wh44o,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.757810+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,20,125o1zxh,,,,,,1
1,c72ltuek,,0,7,880,LCG,P1_Roll,127.0.0.1,2019-03-14 08:27:59.761976+00:00,1,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,21,125o1zxh,,,,,,1
2,395123hl,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.736312+00:00,1,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,21,125o1zxh,,,,,,1
3,b07wh44o,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.757810+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,21,125o1zxh,,,,,,1
1,c72ltuek,,0,7,880,LCG,P1_Roll,127.0.0.1,2019-03-14 08:27:59.761976+00:00,1,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,22,125o1zxh,,,,,,1
2,395123hl,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.736312+00:00,1,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,22,125o1zxh,,,,,,1
3,b07wh44o,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.757810+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,22,125o1zxh,,,,,,1
1,c72ltuek,,0,7,880,LCG,P1_Roll,127.0.0.1,2019-03-14 08:27:59.761976+00:00,1,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,23,125o1zxh,,,,,,1
2,395123hl,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.736312+00:00,1,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,23,125o1zxh,,,,,,1
3,b07wh44o,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.757810+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,23,125o1zxh,,,,,,1
1,c72ltuek,,0,7,880,LCG,P1_Roll,127.0.0.1,2019-03-14 08:27:59.761976+00:00,1,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,24,125o1zxh,,,,,,1
2,395123hl,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.736312+00:00,1,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,24,125o1zxh,,,,,,1
3,b07wh44o,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.757810+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,24,125o1zxh,,,,,,1
1,c72ltuek,,0,7,880,LCG,P1_Roll,127.0.0.1,2019-03-14 08:27:59.761976+00:00,1,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,25,125o1zxh,,,,,,1
2,395123hl,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.736312+00:00,1,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,25,125o1zxh,,,,,,1
3,b07wh44o,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.757810+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,25,125o1zxh,,,,,,1
1,c72ltuek,,0,7,880,LCG,P1_Roll,127.0.0.1,2019-03-14 08:27:59.761976+00:00,1,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,26,125o1zxh,,,,,,1
2,395123hl,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.736312+00:00,1,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,26,125o1zxh,,,,,,1
3,b07wh44o,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.757810+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,26,125o1zxh,,,,,,1
1,c72ltuek,,0,7,880,LCG,P1_Roll,127.0.0.1,2019-03-14 08:27:59.761976+00:00,1,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,27,125o1zxh,,,,,,1
2,395123hl,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.736312+00:00,1,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,27,125o1zxh,,,,,,1
3,b07wh44o,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.757810+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,27,125o1zxh,,,,,,1
1,c72ltuek,,0,7,880,LCG,P1_Roll,127.0.0.1,2019-03-14 08:27:59.761976+00:00,1,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,28,125o1zxh,,,,,,1
2,395123hl,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.736312+00:00,1,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,28,125o1zxh,,,,,,1
3,b07wh44o,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.757810+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,28,125o1zxh,,,,,,1
1,c72ltuek,,0,7,880,LCG,P1_Roll,127.0.0.1,2019-03-14 08:27:59.761976+00:00,1,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,29,125o1zxh,,,,,,1
2,395123hl,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.736312+00:00,1,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,29,125o1zxh,,,,,,1
3,b07wh44o,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.757810+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,29,125o1zxh,,,,,,1
1,c72ltuek,,0,7,880,LCG,P1_Roll,127.0.0.1,2019-03-14 08:27:59.761976+00:00,1,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,30,125o1zxh,,,,,,1
2,395123hl,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.736312+00:00,1,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,30,125o1zxh,,,,,,1
3,b07wh44o,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.757810+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,30,125o1zxh,,,,,,1
1,c72ltuek,,0,7,880,LCG,P1_Roll,127.0.0.1,2019-03-14 08:27:59.761976+00:00,1,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,31,125o1zxh,,,,,,1
2,395123hl,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.736312+00:00,1,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,31,125o1zxh,,,,,,1
3,b07wh44o,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.757810+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,31,125o1zxh,,,,,,1
1,c72ltuek,,0,7,880,LCG,P1_Roll,127.0.0.1,2019-03-14 08:27:59.761976+00:00,1,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,32,125o1zxh,,,,,,1
2,395123hl,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.736312+00:00,1,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,32,125o1zxh,,,,,,1
3,b07wh44o,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.757810+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,32,125o1zxh,,,,,,1
1,c72ltuek,,0,7,880,LCG,P1_Roll,127.0.0.1,2019-03-14 08:27:59.761976+00:00,1,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,33,125o1zxh,,,,,,1
2,395123hl,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.736312+00:00,1,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,33,125o1zxh,,,,,,1
3,b07wh44o,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.757810+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,33,125o1zxh,,,,,,1
1,c72ltuek,,0,7,880,LCG,P1_Roll,127.0.0.1,2019-03-14 08:27:59.761976+00:00,1,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,34,125o1zxh,,,,,,1
2,395123hl,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.736312+00:00,1,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,34,125o1zxh,,,,,,1
3,b07wh44o,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.757810+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,34,125o1zxh,,,,,,1
1,c72ltuek,,0,7,880,LCG,P1_Roll,127.0.0.1,2019-03-14 08:27:59.761976+00:00,1,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,35,125o1zxh,,,,,,1
2,395123hl,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.736312+00:00,1,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,35,125o1zxh,,,,,,1
3,b07wh44o,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.757810+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,35,125o1zxh,,,,,,1
1,c72ltuek,,0,7,880,LCG,P1_Roll,127.0.0.1,2019-03-14 08:27:59.761976+00:00,1,,,0.00,1,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,36,125o1zxh,,,,,,1
2,395123hl,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.736312+00:00,1,,,0.00,2,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,36,125o1zxh,,,,,,1
3,b07wh44o,,0,8,880,LCG,RollWaitPage,127.0.0.1,2019-03-14 08:28:06.757810+00:00,1,,,0.00,3,1,,,,,,,,,,,,,,,,,,,,0.00,1,,,,,,1,,,,,,,36,125o1zxh,,,,,,1
